sale_id,sale_date,customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_signup_date,product_id,product_name,category_name,unit_cost,unit_price,branch_id,branch_name,branch_city,sales_channel,quantity,discount_percent,payment_method,inventory_snapshot_date,stock_quantity,reorder_level,category_display_name,rejection_reason
S000024740,2024-06-24,C021994,Amir,Hosseini,amir.hosseini21994@example.com,09690517276,Tehran,2024-03-16,P00364,Prime Headphones 364,beauty,132.49,368.18,B002,Mall Branch 2,Karaj,partner,0,0,card,2023-05-15,99,30,Beauty,invalid quantity
S000025624,2024-06-12,C023834,Neda,Moradi,neda.moradi23834@example.com,09284218515,Tehran,2020-06-02,P00278,Eco Puzzle 278,travel,164.36,227.77,B031,North Branch 31,Tehran,store,-2,15,online,2023-03-06,303,50,Travel,invalid quantity
S000025977,2025-12-18,C029759,Hana,Moradi,hana.moradi29759@example.com,09421368739,Isfahan,2023-09-25,P00387,Pro Ball 387,clothing,95.04,250.48,B037,Bazaar Branch 37,Tehran,online,0,5,cash,2024-08-12,361,40,Clothing,invalid quantity
S000027214,2023-03-05,C042420,Arman,Karimi,arman.karimi42420@example.com,09651534349,Tehran,2023-09-06,P00268,Basic Headphones 268,shoes,248.33,507.33,B040,Outlet Branch 40,Tehran,online,0,0,card,2024-08-22,24,10,Shoes,invalid quantity
S000028451,2023-10-03,C000078,Sara,Ahmadi,sara.ahmadi78@example.com,09592080329,Karaj,2023-02-27,P00298,Classic Sneakers 298,travel,336.48,475.55,B036,Express Branch 36,Tehran,store,0,20,online,2025-09-25,312,40,Travel,invalid quantity
S000028827,2023-02-26,C021354,Mina,Ahmadi,mina.ahmadi21354@example.com,09524772154,Isfahan,2020-02-24,P00173,Max Sneakers 173,health,70.99,167.61,B004,Bazaar Branch 4,Rasht,partner,-2,25,online,2023-09-16,116,30,Health,invalid quantity
S000029688,2023-12-10,C031489,Yasin,Salehi,yasin.salehi31489@example.com,09290726964,Shiraz,2022-03-15,P00239,Plus Cream 239,gaming,283.27,706.9,B009,South Branch 9,Isfahan,store,0,10,cash,2024-07-03,308,20,Gaming,invalid quantity
S000030925,2023-04-23,C016284,Amir,Moradi,amir.moradi16284@example.com,09334174909,Rasht,2022-08-14,P00107,Smart Coffee 107,clothing,286.7,387.25,B005,South Branch 5,Tehran,online,0,10,cash,2025-10-26,53,30,Clothing,invalid quantity
S000032030,2023-04-25,C016131,Maryam,Rostami,maryam.rostami16131@example.com,09930294733,Shiraz,2024-12-03,P00092,Eco Notebook 92,automotive,132.73,337.15,B014,Bazaar Branch 14,Shiraz,mobile,-4,15,cash,2025-02-22,477,40,Automotive,invalid quantity
S000032162,2023-04-25,C006188,Arman,Hosseini,arman.hosseini6188@example.com,09717316531,Shiraz,2021-05-18,P00029,Smart Ball 29,grocery,145.16,224.66,B001,Central Branch 1,Rasht,online,0,0,card,2024-06-28,176,40,Grocery,invalid quantity
S000033399,2024-10-10,C006279,Mina,Salehi,mina.salehi6279@example.com,09843382582,Tehran,2020-08-19,P00172,Max Cream 172,automotive,255.92,403.54,B020,North Branch 20,Shiraz,online,0,0,cash,2025-10-24,220,40,Automotive,invalid quantity
S000034636,2024-10-22,C039485,Omid,Jafari,omid.jafari39485@example.com,09776027604,Shiraz,2024-10-22,P00448,Plus Notebook 448,shoes,301.44,406.31,B033,South Branch 33,Isfahan,online,0,10,wallet,2023-05-18,246,100,Shoes,invalid quantity
S000035233,2024-12-05,C003877,Hana,Rahimi,hana.rahimi3877@example.com,09334352988,Isfahan,2021-05-28,P00198,Smart Puzzle 198,travel,345.04,899.9,B040,Outlet Branch 40,Tehran,online,-4,10,wallet,2025-10-19,121,40,Travel,invalid quantity
S000035873,2025-12-04,C009254,Leila,Rahimi,leila.rahimi9254@example.com,09986393789,Mashhad,2023-12-12,P00286,Plus Desk 286,toys,31.38,72.28,B018,North Branch 18,Tabriz,partner,0,15,online,2024-03-02,260,100,Toys,invalid quantity
S000037110,2024-05-03,C020635,Arman,Hosseini,arman.hosseini20635@example.com,09973327168,Rasht,2021-08-14,P00393,Mini Shirt 393,health,58.28,125.04,B018,North Branch 18,Tabriz,partner,0,5,card,2024-03-06,55,30,Health,invalid quantity
S000038347,2023-03-22,C036489,Amir,Hosseini,amir.hosseini36489@example.com,09332052429,Qom,2020-10-07,P00390,Eco Cream 390,office,145.86,323.51,B039,Mall Branch 39,Shiraz,online,0,10,wallet,2025-10-02,426,30,Office,invalid quantity
S000038436,2025-09-15,C015288,Ali,Jafari,ali.jafari15288@example.com,09583755206,Tehran,2022-07-25,P00217,Max Sneakers 217,baby,105.85,160.48,B008,West Branch 8,Isfahan,store,-1,0,card,2025-12-16,492,75,Baby,invalid quantity
S000039584,2023-05-18,C048703,Yasin,Karimi,yasin.karimi48703@example.com,09670608896,Isfahan,2020-10-23,P00299,Basic Desk 299,gaming,20.33,50.31,B039,Mall Branch 39,Shiraz,online,0,0,cash,2023-12-23,175,10,Gaming,invalid quantity
S000040821,2023-03-24,C017869,Neda,Moradi,neda.moradi17869@example.com,09573125464,Karaj,2020-02-02,P00013,Plus Notebook 13,health,217.38,305.51,B029,North Branch 29,Tehran,mobile,0,20,cash,2023-08-13,6,10,Health,invalid quantity
S000041639,2025-09-11,C029638,Leila,Hosseini,leila.hosseini29638@example.com,09110459875,Isfahan,2020-02-06,P00482,Classic Coffee 482,home appliances,63.22,175.51,B031,North Branch 31,Tehran,store,-3,10,cash,2025-08-19,99,30,Home Appliances,invalid quantity
S000042058,2025-08-10,C042556,Sara,Salehi,sara.salehi42556@example.com,09641616220,Tehran,2021-04-18,P00492,Eco Sneakers 492,automotive,247.47,496.34,B033,South Branch 33,Isfahan,online,0,0,cash,2023-11-16,22,100,Automotive,invalid quantity
S000043295,2024-04-07,C007962,Yasin,Rostami,yasin.rostami7962@example.com,09262887371,Tehran,2022-03-04,P00028,Prime Puzzle 28,shoes,181.09,267.99,B012,South Branch 12,Mashhad,online,0,15,card,2023-11-02,139,10,Shoes,invalid quantity
S000044532,2023-09-18,C028711,Omid,Karimi,omid.karimi28711@example.com,09814592582,Tehran,2021-06-06,P00054,Basic Headphones 54,jewelry,88.47,240.45,B028,Express Branch 28,Isfahan,partner,0,15,card,2025-09-10,462,10,Jewelry,invalid quantity
S000044842,2024-12-21,C000831,Arman,Jafari,arman.jafari831@example.com,09341071485,Isfahan,2021-05-23,P00184,Basic Sneakers 184,beauty,129.67,278.47,B019,Bazaar Branch 19,Shiraz,mobile,-1,0,wallet,2024-04-07,429,30,Beauty,invalid quantity
S000045769,2024-04-25,C011745,Omid,Mohammadi,omid.mohammadi11745@example.com,09825780401,Rasht,2021-08-10,P00041,Prime Puzzle 41,electronics,176.45,458.88,B024,Outlet Branch 24,Tehran,store,0,10,online,2023-01-10,82,10,Electronics,invalid quantity
S000047006,2025-07-04,C045901,Arman,Karimi,arman.karimi45901@example.com,09339155022,Rasht,2023-11-28,P00445,Nova Desk 445,sports,306.96,389.09,B003,Bazaar Branch 3,Karaj,online,0,0,online,2024-10-22,187,50,Sports,invalid quantity
S000048045,2024-03-07,C041366,Sara,Akbari,sara.akbari41366@example.com,09407814417,Tehran,2022-03-23,P00193,Max Mixer 193,health,263.86,493.43,B014,Bazaar Branch 14,Shiraz,mobile,-3,10,card,2025-01-30,61,30,Health,invalid quantity
S000048243,2025-11-06,C038496,Hana,Hosseini,hana.hosseini38496@example.com,09310899770,Tehran,2024-09-10,P00002,Classic Ball 2,home appliances,205.44,250.43,B036,Express Branch 36,Tehran,store,0,10,wallet,2023-11-07,218,75,Home Appliances,invalid quantity
S000049480,2024-12-26,C027396,Omid,Moradi,omid.moradi27396@example.com,09713338301,Mashhad,2022-12-29,P00092,Eco Notebook 92,automotive,132.73,337.15,B014,Bazaar Branch 14,Shiraz,mobile,0,0,cash,2023-10-16,314,30,Automotive,invalid quantity
S000050717,2023-09-25,C004008,Maryam,Karimi,maryam.karimi4008@example.com,09742948606,Isfahan,2023-01-11,P00218,Plus Sneakers 218,travel,224.03,624.54,B002,Mall Branch 2,Karaj,partner,0,25,cash,2024-10-25,81,75,Travel,invalid quantity
S000051248,2025-03-11,C014643,Amir,Salehi,amir.salehi14643@example.com,09144659295,Mashhad,2020-01-28,P00375,Basic Cream 375,music,228.29,358.53,B026,Central Branch 26,Mashhad,partner,-4,15,online,2025-05-16,482,50,Music,invalid quantity
S000051954,2025-06-24,C001019,Sara,Ahmadi,sara.ahmadi1019@example.com,09420192227,Shiraz,2022-07-22,P00002,Classic Ball 2,home appliances,205.44,250.43,B018,North Branch 18,Tabriz,partner,0,0,card,2024-09-01,158,100,Home Appliances,invalid quantity
S000053191,2025-07-09,C034605,Mina,Rahimi,mina.rahimi34605@example.com,09291044019,Mashhad,2022-08-27,P00395,Plus Desk 395,music,293.0,541.44,B002,Mall Branch 2,Karaj,partner,0,20,online,2023-08-15,138,20,Music,invalid quantity
S000054428,2025-06-02,C036396,Amir,Moradi,amir.moradi36396@example.com,09351007929,Tehran,2022-04-01,P00037,Basic Ball 37,baby,125.82,338.81,B022,Outlet Branch 22,Rasht,mobile,0,0,wallet,2024-08-31,92,20,Baby,invalid quantity
S000054451,2024-11-07,C009741,Yasin,Salehi,yasin.salehi9741@example.com,09757082719,Isfahan,2021-09-02,P00249,Max Sneakers 249,grocery,309.04,808.45,B004,Bazaar Branch 4,Rasht,partner,-2,15,online,2023-01-28,196,100,Grocery,invalid quantity
S000055665,2023-02-18,C017866,Sara,Jafari,sara.jafari17866@example.com,09878219415,Qom,2024-01-06,P00275,Mini Mixer 275,music,9.96,27.06,B037,Bazaar Branch 37,Tehran,online,0,15,online,2023-01-26,258,30,Music,invalid quantity
S000056902,2024-09-17,C017198,Sara,Salehi,sara.salehi17198@example.com,09120285111,Mashhad,2020-04-06,P00321,Classic Desk 321,electronics,261.02,359.94,B029,North Branch 29,Tehran,mobile,0,10,online,2024-11-24,343,50,Electronics,invalid quantity
S000057654,2025-12-31,C005565,Hana,Moradi,hana.moradi5565@example.com,09219071165,Rasht,2023-01-30,P00311,Pro Sneakers 311,garden,87.8,245.35,B027,Express Branch 27,Shiraz,store,-1,0,card,2024-04-19,0,10,Garden,invalid quantity
S000058139,2023-01-02,C026840,Sara,Jafari,sara.jafari26840@example.com,09345695160,Isfahan,2023-08-12,P00365,Basic Shirt 365,sports,259.92,432.66,B032,Central Branch 32,Shiraz,partner,0,0,cash,2023-05-19,482,75,Sports,invalid quantity
S000059376,2025-02-26,C000687,Mina,Rahimi,mina.rahimi687@example.com,09629487801,Tehran,2020-05-09,P00170,Smart Puzzle 170,office,278.29,603.83,B007,Central Branch 7,Qom,partner,0,25,online,2025-11-17,277,40,Office,invalid quantity
S000060613,2023-05-01,C038367,Mina,Moradi,mina.moradi38367@example.com,09997984561,Isfahan,2021-02-02,P00065,Basic Mixer 65,sports,381.26,805.32,B008,West Branch 8,Isfahan,store,0,10,online,2025-01-27,172,75,Sports,invalid quantity
S000060857,2025-05-13,C032792,Hana,Salehi,hana.salehi32792@example.com,09156260008,Mashhad,2023-08-26,P00242,Plus Puzzle 242,home appliances,233.24,393.81,B025,Bazaar Branch 25,Tehran,mobile,-5,5,wallet,2023-09-28,46,40,Home Appliances,invalid quantity
S000061850,2025-10-05,C042278,Ali,Rostami,ali.rostami42278@example.com,09332216869,Mashhad,2021-03-19,P00083,Classic Shirt 83,books,199.94,538.69,B002,Mall Branch 2,Karaj,partner,0,0,wallet,2023-10-20,242,50,Books,invalid quantity
S000063087,2025-03-19,C048572,Omid,Jafari,omid.jafari48572@example.com,09455133592,Isfahan,2024-03-07,P00256,Basic Headphones 256,pets,293.01,614.78,B026,Central Branch 26,Mashhad,partner,0,5,online,2025-09-13,159,30,Pets,invalid quantity
S000064060,2025-06-07,C019980,Maryam,Jafari,maryam.jafari19980@example.com,09487423312,Tehran,2024-08-13,P00252,Smart Coffee 252,automotive,180.03,388.9,B023,Bazaar Branch 23,Rasht,mobile,-4,25,card,2025-08-05,107,20,Automotive,invalid quantity
S000064324,2025-01-30,C028844,Omid,Moradi,omid.moradi28844@example.com,09752662882,Isfahan,2022-03-31,P00294,Basic Headphones 294,jewelry,58.86,141.09,B014,Bazaar Branch 14,Shiraz,mobile,0,0,wallet,2024-07-02,184,10,Jewelry,invalid quantity
S000065561,2025-01-21,C042807,Yasin,Rostami,yasin.rostami42807@example.com,09722777003,Isfahan,2024-11-05,P00364,Prime Headphones 364,beauty,132.49,368.18,B017,Express Branch 17,Tehran,online,0,25,online,2025-06-08,390,30,Beauty,invalid quantity
S000066798,2024-10-15,C039187,Ali,Akbari,ali.akbari39187@example.com,09691093459,Rasht,2023-11-07,P00051,Classic Ball 51,garden,94.83,161.88,B022,Outlet Branch 22,Rasht,mobile,0,0,cash,2024-10-29,192,50,Garden,invalid quantity
S000067263,2025-12-22,C001259,Hana,Rahimi,hana.rahimi1259@example.com,09465035599,Tehran,2024-07-02,P00181,Nova Puzzle 181,electronics,388.81,795.0,B013,Outlet Branch 13,Mashhad,mobile,-3,15,online,2025-08-13,140,10,Electronics,invalid quantity
S000068035,2024-10-16,C000829,Ali,Moradi,ali.moradi829@example.com,09149372289,Mashhad,2022-01-15,P00050,Smart Notebook 50,office,230.15,636.37,B007,Central Branch 7,Qom,partner,0,25,online,2025-01-13,253,20,Office,invalid quantity
S000069272,2024-07-09,C012540,Yasin,Mohammadi,yasin.mohammadi12540@example.com,09947700659,Karaj,2023-11-02,P00139,Prime Mixer 139,gaming,149.35,256.99,B018,North Branch 18,Tabriz,partner,0,0,online,2024-06-13,408,20,Gaming,invalid quantity
S000070466,2024-01-25,C016133,Neda,Akbari,neda.akbari16133@example.com,09889487669,Tehran,2021-12-18,P00240,Classic Mixer 240,furniture,231.53,472.09,B014,Bazaar Branch 14,Shiraz,mobile,-5,25,wallet,2024-10-05,336,75,Furniture,invalid quantity
S000070509,2025-05-24,C035626,Leila,Akbari,leila.akbari35626@example.com,09599324880,Shiraz,2023-04-12,P00078,Smart Cream 78,travel,7.24,19.81,B023,Bazaar Branch 23,Rasht,mobile,0,0,online,2024-07-12,222,75,Travel,invalid quantity
S000071746,2025-04-01,C006579,Yasin,Karimi,yasin.karimi6579@example.com,09547944517,Tehran,2022-02-25,P00277,Nova Shirt 277,baby,22.67,27.89,B033,South Branch 33,Isfahan,online,0,0,cash,2023-12-04,277,100,Baby,invalid quantity
S000072983,2023-02-01,C046357,Sara,Jafari,sara.jafari46357@example.com,09824435350,Karaj,2022-09-01,P00122,Max Shirt 122,home appliances,171.69,431.29,B018,North Branch 18,Tabriz,partner,0,0,online,2023-10-04,270,40,Home Appliances,invalid quantity
S000073669,2025-08-19,C042753,Omid,Mohammadi,omid.mohammadi42753@example.com,09545331231,Tehran,2021-12-08,P00421,Classic Sneakers 421,electronics,195.9,330.92,B038,East Branch 38,Tehran,mobile,-5,0,online,2025-05-25,337,20,Electronics,invalid quantity
S000074220,2025-05-26,C024181,Amir,Ahmadi,amir.ahmadi24181@example.com,09951499995,Shiraz,2022-11-14,P00162,Nova Coffee 162,home appliances,208.87,309.83,B029,North Branch 29,Tehran,mobile,0,15,wallet,2025-12-16,242,40,Home Appliances,invalid quantity
S000075457,2023-12-01,C016025,Sara,Hosseini,sara.hosseini16025@example.com,09685949634,Isfahan,2020-06-16,P00496,Basic Sneakers 496,pets,175.81,360.45,B036,Express Branch 36,Tehran,store,0,20,card,2023-06-05,103,10,Pets,invalid quantity
S000076694,2024-03-04,C035921,Ali,Akbari,ali.akbari35921@example.com,09130063049,Karaj,2021-04-19,P00001,Mini Desk 1,electronics,75.63,160.11,B006,North Branch 6,Tehran,online,0,25,online,2023-09-20,445,50,Electronics,invalid quantity
S000076872,2025-07-09,C023757,Yasin,Jafari,yasin.jafari23757@example.com,09642334652,Qom,2020-10-30,P00455,Nova Ball 455,music,28.86,60.04,B023,Bazaar Branch 23,Rasht,mobile,-4,15,online,2024-12-17,447,75,Music,invalid quantity
S000077931,2024-12-17,C016533,Neda,Hosseini,neda.hosseini16533@example.com,09159363926,Karaj,2020-05-14,P00481,Pro Desk 481,electronics,333.13,838.02,B012,South Branch 12,Mashhad,online,0,0,card,2023-04-27,457,50,Electronics,invalid quantity
S000079168,2024-02-08,C019965,Omid,Moradi,omid.moradi19965@example.com,09841273294,Shiraz,2022-03-08,P00315,Basic Puzzle 315,music,242.26,512.27,B034,Express Branch 34,Isfahan,partner,0,0,cash,2023-05-26,130,50,Music,invalid quantity
S000080075,2023-01-17,C033868,Sara,Jafari,sara.jafari33868@example.com,09941068379,Shiraz,2022-05-20,P00107,Smart Coffee 107,clothing,286.7,387.25,B039,Mall Branch 39,Shiraz,online,-1,0,card,2023-06-23,494,50,Clothing,invalid quantity
S000080405,2025-08-19,C028590,Neda,Rahimi,neda.rahimi28590@example.com,09337424797,Tabriz,2021-03-25,P00414,Max Mixer 414,jewelry,179.29,279.68,B002,Mall Branch 2,Karaj,partner,0,0,card,2025-08-07,281,100,Jewelry,invalid quantity
S000081642,2024-03-27,C044923,Ali,Jafari,ali.jafari44923@example.com,09303184953,Mashhad,2020-08-02,P00211,Max Cream 211,garden,327.13,381.27,B011,Central Branch 11,Tehran,partner,0,25,online,2023-04-14,438,100,Garden,invalid quantity
S000082879,2025-09-07,C038782,Leila,Moradi,leila.moradi38782@example.com,09174100563,Rasht,2021-07-17,P00431,Smart Coffee 431,garden,220.23,444.28,B018,North Branch 18,Tabriz,partner,0,20,card,2025-05-03,374,30,Garden,invalid quantity
S000083278,2024-01-29,C015928,Arman,Mohammadi,arman.mohammadi15928@example.com,09518096994,Rasht,2024-10-21,P00102,Basic Puzzle 102,home appliances,58.09,68.84,B020,North Branch 20,Shiraz,online,-4,0,card,2025-11-27,181,40,Home Appliances,invalid quantity
S000084116,2023-12-06,C036507,Amir,Mohammadi,amir.mohammadi36507@example.com,09585928431,Qom,2023-03-08,P00423,Basic Coffee 423,books,277.51,435.42,B032,Central Branch 32,Shiraz,partner,0,0,card,2024-07-11,439,50,Books,invalid quantity
S000085353,2024-02-15,C027358,Amir,Rahimi,amir.rahimi27358@example.com,09107236681,Tehran,2020-08-08,P00338,Pro Puzzle 338,travel,237.05,369.95,B023,Bazaar Branch 23,Rasht,mobile,0,15,card,2023-09-05,370,10,Travel,invalid quantity
S000086481,2023-04-21,C040212,Yasin,Mohammadi,yasin.mohammadi40212@example.com,09365686234,Isfahan,2022-07-09,P00342,Pro Coffee 342,home appliances,189.24,448.09,B001,Central Branch 1,Rasht,online,-1,0,card,2023-06-06,440,50,Home Appliances,invalid quantity
S000086590,2024-03-30,C000907,Maryam,Salehi,maryam.salehi907@example.com,09211787506,Mashhad,2020-10-15,P00293,Plus Sneakers 293,health,336.86,704.05,B011,Central Branch 11,Tehran,partner,0,25,online,2025-07-14,80,30,Health,invalid quantity
S000087827,2023-03-14,C023429,Hana,Hosseini,hana.hosseini23429@example.com,09278773789,Shiraz,2020-03-13,P00324,Pro Ball 324,beauty,265.69,392.33,B028,Express Branch 28,Isfahan,partner,0,25,online,2025-05-20,112,20,Beauty,invalid quantity
S000089064,2025-01-01,C044653,Arman,Karimi,arman.karimi44653@example.com,09189083083,Tehran,2021-12-31,P00308,Plus Mixer 308,shoes,387.27,448.11,B014,Bazaar Branch 14,Shiraz,mobile,0,20,online,2025-05-23,62,30,Shoes,invalid quantity
S000089684,2024-11-24,C009247,Ali,Ahmadi,ali.ahmadi9247@example.com,09200906893,Tehran,2020-06-16,P00021,Classic Notebook 21,electronics,378.84,644.97,B023,Bazaar Branch 23,Rasht,mobile,-1,5,cash,2024-03-09,44,40,Electronics,invalid quantity
S000090301,2024-05-06,C042216,Hana,Jafari,hana.jafari42216@example.com,09314006075,Isfahan,2021-11-22,P00381,Nova Puzzle 381,electronics,163.77,238.64,B004,Bazaar Branch 4,Rasht,partner,0,0,card,2023-05-25,116,30,Electronics,invalid quantity
S000091538,2024-12-08,C027179,Reza,Rostami,reza.rostami27179@example.com,09186415458,Rasht,2021-04-09,P00446,Nova Coffee 446,toys,315.88,760.78,B037,Bazaar Branch 37,Tehran,online,0,20,cash,2023-01-28,403,40,Toys,invalid quantity
S000092775,2024-05-26,C012014,Leila,Jafari,leila.jafari12014@example.com,09481841879,Qom,2023-04-29,P00026,Pro Ball 26,toys,354.05,925.27,B039,Mall Branch 39,Shiraz,online,0,15,online,2024-05-09,283,75,Toys,invalid quantity
S000092887,2025-12-05,C006682,Amir,Ahmadi,amir.ahmadi6682@example.com,09831589220,Isfahan,2022-06-20,P00096,Classic Headphones 96,pets,149.76,341.76,B026,Central Branch 26,Mashhad,partner,-1,0,card,2024-09-10,403,50,Pets,invalid quantity
